State_County,Average of Intra Annual Precipitation,Average of Heat Degree Hours,Average of Growing Degree Days,Average of Season Length,Average of Chill Hours
MS_Hinds,235,769,7483,305,360
MS_Holmes,240,743,7256,299,421
MS_Humphreys,248,814,7417,307,423
MS_Issaquena,247,819,7441,307,416
MS_Itawamba,243,678,6908,285,469
MS_Jackson,274,664,7676,312,268
MS_Jasper,232,703,7266,292,368
MS_Jefferson,243,777,7616,310,334
MS_Jefferson Davis,239,718,7502,304,331
MS_Jones,233,728,7472,300,335
MS_Kemper,223,699,7199,294,397
MS_Lafayette,238,672,6833,281,489
MS_Lamar,247,752,7669,309,301
MS_Lauderdale,229,727,7325,297,368
MS_Lawrence,247,750,7565,305,323
MS_Leake,234,720,7210,291,391
MS_Lee,238,684,6896,285,482
MS_Leflore,244,777,7264,303,450
MS_Lincoln,250,736,7535,304,326
MS_Lowndes,228,729,7132,292,429
MS_Madison,233,757,7373,301,382
MS_Marion,246,762,7686,311,304
MS_Marshall,230,624,6672,280,530
MS_Monroe,233,696,6975,285,456
MS_Montgomery,241,622,6853,278,452
MS_Neshoba,229,688,7194,294,392
MS_Newton,233,704,7216,290,381
MS_Noxubee,219,738,7194,293,418
MS_Oktibbeha,226,715,7115,292,428
MS_Panola,239,696,6891,287,505
MS_Pearl River,252,741,7748,313,280
MS_Perry,244,727,7499,297,319
MS_Pike,255,728,7635,309,304
MS_Pontotoc,238,651,6835,284,489
MS_Prentiss,236,615,6707,280,515
MS_Quitman,237,752,7067,297,495
MS_Rankin,232,751,7440,302,355
MS_Scott,238,720,7287,294,373
MS_Sharkey,246,819,7436,306,415
MS_Simpson,234,726,7412,299,351
MS_Smith,234,723,7354,296,359
MS_Stone,260,734,7679,304,285
MS_Sunflower,237,789,7262,305,462
MS_Tallahatchie,240,757,7120,297,475
MS_Tate,233,661,6800,287,526
MS_Tippah,230,613,6610,275,531
MS_Tishomingo,241,554,6488,267,521
MS_Tunica,234,736,6968,296,530
MS_Union,235,636,6730,279,506
MS_Walthall,253,736,7668,311,299
MS_Warren,244,785,7522,306,371
MS_Washington,238,804,7364,306,436
MS_Wayne,233,727,7429,296,336
MS_Webster,238,671,6982,283,436
MS_Wilkinson,249,760,7834,322,290
MS_Winston,229,679,7104,293,418
MS_Yalobusha,240,681,6883,281,479
MS_Yazoo,243,758,7363,303,397
MT_Beaverhead,73,27,2757,135,826
MT_Big Horn,90,400,4308,184,797
MT_Blaine,92,231,3737,173,803
MT_Broadwater,74,181,3710,176,969
MT_Carbon,96,228,4058,186,852
MT_Carter,93,335,4055,179,785
MT_Cascade,92,206,3928,191,984
MT_Chouteau,88,274,3975,181,867
MT_Custer,88,423,4265,184,771
MT_Daniels,92,237,3634,168,713
MT_Dawson,91,316,3958,178,819
MT_Deer Lodge,70,59,3103,149,969
MT_Fallon,91,324,4014,180,785
MT_Fergus,97,239,3906,180,897
MT_Flathead,128,38,3019,167,1120
MT_Gallatin,85,179,3665,174,972
MT_Garfield,92,380,4207,187,838
MT_Glacier,96,71,3301,169,1026
MT_Golden Valley,87,271,4039,177,822
MT_Granite,73,94,3139,147,982
MT_Hill,81,256,3769,173,795
MT_Jefferson,73,150,3549,168,986
MT_Judith Basin,98,156,3694,175,953
MT_Lake,84,156,3786,212,1260
MT_Lewis and Clark,86,137,3551,173,1029
MT_Liberty,78,217,3752,173,854
MT_Lincoln,120,90,3242,174,1188
MT_Madison,79,94,3418,165,976
MT_McCone,91,361,4033,179,792
MT_Meagher,86,64,3077,146,960
MT_Mineral,202,34,3105,180,1230
MT_Missoula,90,138,3491,183,1134
MT_Musselshell,91,358,4277,188,812
MT_Park,85,81,3287,158,967
MT_Petroleum,91,373,4243,187,836
MT_Phillips,90,306,3888,175,769
MT_Pondera,85,161,3645,172,933
MT_Powder River,90,391,4183,179,785
MT_Powell,79,67,3005,141,971
MT_Prairie,84,349,4027,179,826
MT_Ravalli,91,117,3413,167,1000
MT_Richland,95,346,4017,178,776
MT_Roosevelt,94,322,3916,177,733
MT_Rosebud,87,408,4265,184,790
MT_Sanders,101,112,3502,195,1228
MT_Sheridan,93,256,3731,172,695
MT_Silver Bow,75,35,2933,144,928
MT_Stillwater,94,248,4083,187,875
MT_Sweet Grass,106,112,3589,168,922
MT_Teton,85,169,3754,179,965
MT_Toole,82,190,3688,173,892
MT_Treasure,87,416,4308,184,774
MT_Valley,90,272,3816,174,739
MT_Wheatland,91,159,3630,164,894
MT_Wibaux,93,302,3936,180,834
MT_Yellowstone,87,373,4321,190,806
NC_Alamance,166,478,6322,269,559
NC_Alexander,186,356,6093,264,580
NC_Alleghany,161,69,4993,226,731
NC_Anson,178,609,6896,288,444
NC_Ashe,162,30,4839,224,737
NC_Beaufort,194,471,6831,295,459
NC_Bertie,180,481,6632,288,499
NC_Bladen,193,536,6919,284,419
NC_Brunswick,235,465,6971,291,377
NC_Buncombe,148,155,5603,245,598
NC_Burke,176,410,6238,266,538
NC_Cabarrus,171,519,6539,274,506
NC_Caldwell,180,325,6039,262,576
NC_Camden,183,432,6642,301,498
NC_Carteret,228,393,7012,314,377
NC_Caswell,165,500,6232,262,583
NC_Catawba,169,408,6310,272,545
NC_Chatham,171,464,6421,273,529
NC_Cherokee,202,237,5813,244,540
NC_Chowan,184,467,6737,296,481
NC_Cleveland,177,445,6383,272,514
NC_Columbus,196,550,6942,282,407
NC_Craven,200,521,6923,291,425
NC_Cumberland,180,553,6836,283,450
NC_Currituck,177,340,6654,312,487
NC_Davidson,159,465,6381,271,538
NC_Davie,161,445,6283,265,546
NC_Duplin,199,536,6839,284,442
NC_Durham,166,462,6262,263,561
NC_Edgecombe,174,528,6579,277,509
NC_Forsyth,166,385,6148,265,589
NC_Franklin,167,502,6336,262,535
NC_Gaston,170,443,6429,276,517
NC_Gates,181,458,6386,276,553
NC_Granville,159,482,6232,261,575
NC_Greene,186,567,6819,287,461
NC_Guilford,163,434,6257,269,574
NC_Halifax,170,514,6447,271,537
NC_Harnett,171,514,6653,278,488
NC_Haywood,160,40,5042,225,644
NC_Henderson,213,153,5722,255,599
NC_Hertford,176,461,6442,277,535
NC_Hoke,177,578,6796,278,442
NC_Hyde,202,439,6927,302,424
NC_Iredell,167,417,6238,265,551
NC_Johnston,176,524,6640,280,493
NC_Jones,207,505,6847,285,437
NC_Lenoir,194,545,6839,288,452
NC_Lincoln,170,424,6366,273,531
NC_Macon,238,11,4980,241,695
NC_Martin,183,510,6639,283,497
NC_Mecklenburg,165,478,6511,278,513
NC_Montgomery,171,503,6556,278,504
NC_Moore,176,531,6642,280,489
NC_Nash,169,501,6466,272,522
NC_New Hanover,249,466,7019,299,386
NC_Northampton,171,527,6421,269,541
NC_Onslow,220,514,6985,289,400
NC_Orange,168,456,6264,265,564
NC_Pamlico,214,467,6978,298,410
NC_Pasquotank,183,440,6651,298,496
NC_Pender,223,522,6974,288,401
NC_Perquimans,184,446,6664,294,493
NC_Person,163,446,6124,257,586
NC_Pitt,184,533,6731,284,478
NC_Polk,196,488,6436,269,487
NC_Randolph,166,472,6436,274,530
NC_Richmond,180,530,6667,284,485
NC_Robeson,183,575,6899,283,430
NC_Rockingham,164,414,6114,261,599
NC_Rowan,161,457,6343,267,533
NC_Rutherford,189,428,6275,264,513
NC_Sampson,183,531,6794,284,458
NC_Scotland,183,588,6834,282,447
NC_Stanly,178,524,6602,278,493
NC_Stokes,173,325,5905,255,623
NC_Surry,172,300,5820,249,628
NC_Swain,220,61,5175,230,639
NC_Transylvania,257,107,5504,242,591
NC_Tyrrell,203,461,6806,296,452
NC_Union,177,543,6729,284,469
NC_Vance,159,472,6177,256,576
NC_Wake,169,495,6472,273,523
NC_Warren,158,480,6222,260,567
NC_Washington,197,485,6794,295,462
NC_Watauga,178,13,4657,221,738
NC_Wayne,186,553,6797,288,472
NC_Wilkes,187,237,5679,242,650
NC_Wilson,175,522,6611,280,501
NC_Yadkin,166,394,6098,258,580
NC_Yancey,165,58,5216,235,640
ND_Adams,103,300,3970,179,722
ND_Barnes,122,218,3827,182,677
ND_Benson,116,182,3649,176,650
ND_Billings,97,296,3930,179,790
ND_Bottineau,110,181,3551,170,609
ND_Bowman,96,293,3939,177,749
ND_Burke,103,173,3496,168,653
ND_Burleigh,111,253,3868,181,702
ND_Cass,128,233,3929,189,683
ND_Cavalier,119,107,3348,167,571
ND_Dickey,124,263,3987,185,657
ND_Divide,97,198,3582,170,667
ND_Dunn,103,272,3862,177,755
ND_Eddy,118,195,3711,179,658
ND_Emmons,110,281,3946,181,665
ND_Foster,119,200,3745,180,669
ND_Golden Valley,93,295,3929,179,815
ND_Grand Forks,121,184,3744,185,638
ND_Grant,107,288,3948,179,709
ND_Griggs,122,190,3729,180,651
ND_Hettinger,101,288,3934,178,720
ND_Kidder,115,233,3805,179,681
ND_LaMoure,121,243,3913,183,655
ND_Logan,117,226,3802,178,645
ND_McHenry,111,219,3707,174,648
ND_McIntosh,117,227,3810,178,652
ND_McKenzie,99,302,3907,177,754
ND_McLean,112,228,3769,178,696
ND_Mercer,107,263,3852,178,723
ND_Morton,108,282,3921,179,732
ND_Mountrail,104,202,3600,169,681
ND_Nelson,120,176,3650,177,631
ND_Oliver,109,267,3879,179,736
ND_Pembina,121,156,3601,179,605
ND_Pierce,113,203,3670,174,639
ND_Ramsey,117,147,3542,174,615
ND_Ransom,124,255,3980,186,650
ND_Renville,104,185,3580,172,648
ND_Richland,130,252,4046,192,654
ND_Rolette,116,128,3401,166,611
ND_Sargent,125,259,4027,188,654
ND_Sheridan,111,234,3831,182,690
ND_Sioux,104,326,4088,184,709
ND_Slope,96,285,3930,179,752
ND_Stark,103,268,3892,179,781
ND_Steele,124,190,3761,182,647
ND_Stutsman,118,227,3830,181,685
ND_Towner,114,137,3439,168,599
ND_Traill,124,217,3872,190,668
ND_Walsh,121,180,3692,182,620
ND_Ward,109,198,3666,175,685
ND_Wells,112,218,3776,180,679
ND_Williams,95,228,3659,170,685
NE_Adams,153,471,5094,214,726
NE_Antelope,147,393,4763,204,754
NE_Arthur,113,431,4695,195,724
NE_Banner,91,356,4395,181,747
NE_Blaine,132,413,4645,192,725
NE_Boone,150,392,4771,202,742
NE_Box Butte,98,366,4386,186,774
NE_Boyd,137,445,4761,204,760
NE_Brown,133,414,4742,206,761
NE_Buffalo,144,432,4933,205,719
NE_Burt,168,408,4922,213,775
NE_Butler,161,437,5035,216,754
NE_Cass,174,440,5152,221,758
NE_Cedar,151,388,4796,208,765
NE_Chase,112,504,4958,200,687
NE_Cherry,117,408,4517,191,750
NE_Cheyenne,107,411,4555,186,728
NE_Clay,159,441,5077,216,732
NE_Colfax,164,405,4898,211,765
NE_Cuming,165,389,4817,208,763
NE_Custer,134,400,4681,194,717
NE_Dakota,154,377,4812,210,775
NE_Dawes,102,405,4449,186,765
NE_Dawson,131,431,4877,202,707
NE_Deuel,107,474,4801,194,701
NE_Dixon,154,372,4749,205,762
NE_Dodge,168,427,5002,216,771
NE_Douglas,166,413,5081,221,772
NE_Dundy,112,538,5048,199,666
NE_Fillmore,163,467,5186,220,734
NE_Franklin,153,508,5097,210,704
NE_Frontier,124,501,4938,199,682
NE_Furnas,132,574,5203,205,665
NE_Gage,170,514,5302,224,732
NE_Garden,105,437,4698,191,716
NE_Garfield,137,383,4626,194,726
NE_Gosper,133,454,4953,203,697
NE_Grant,112,373,4462,186,751
NE_Greeley,145,403,4773,200,727
NE_Hall,149,446,5040,213,732
NE_Hamilton,154,446,5098,217,737
NE_Harlan,141,529,5144,210,697
NE_Hayes,121,492,4921,201,693
NE_Hitchcock,123,544,5056,201,672
NE_Holt,137,421,4752,204,766
NE_Howard,145,438,4974,209,729
NE_Jefferson,168,528,5306,223,724
NE_Johnson,170,496,5265,223,735
NE_Kearney,150,483,5095,211,709
NE_Keith,111,470,4839,199,709
NE_Keya Paha,136,419,4684,204,767
NE_Kimball,94,338,4342,179,746
NE_Knox,146,425,4848,208,765
NE_Lancaster,164,484,5222,223,745
NE_Lincoln,120,445,4774,196,705
NE_Logan,130,435,4669,192,715
NE_Loup,136,405,4679,195,725
NE_Madison,153,382,4799,206,756
NE_McPherson,127,415,4607,190,729
NE_Merrick,151,461,5136,219,742
NE_Morrill,98,463,4689,188,721
NE_Nance,151,437,4988,212,743
NE_Nemaha,174,502,5337,227,743
NE_Nuckolls,158,510,5223,218,711
NE_Otoe,170,473,5216,222,746
NE_Pawnee,176,524,5379,227,729
NE_Perkins,115,480,4863,198,692
NE_Phelps,142,449,4979,207,714
NE_Pierce,151,404,4816,206,761
NE_Platte,158,421,4934,211,755
NE_Polk,156,454,5091,217,748
NE_Red Willow,125,537,5082,202,670
NE_Richardson,181,523,5410,229,736
NE_Rock,135,417,4702,204,763
NE_Saline,163,494,5258,224,735
NE_Sarpy,169,435,5148,223,768
NE_Saunders,169,441,5066,217,761
NE_Scotts Bluff,90,440,4574,184,732
NE_Seward,162,476,5189,220,742
NE_Sheridan,105,389,4378,183,755
NE_Sherman,145,416,4838,201,718
NE_Sioux,92,394,4351,178,754
NE_Stanton,161,384,4826,208,757
NE_Thayer,164,515,5271,222,720
NE_Thurston,163,411,4870,210,771
NE_Valley,138,403,4726,197,721
NE_Washington,167,400,4999,218,776
NE_Wayne,156,371,4764,206,761
NE_Webster,155,513,5123,211,710
NE_Wheeler,141,402,4689,198,739
NE_York,158,472,5152,219,742
NH_Cheshire,155,73,4068,204,914
NH_Coos,142,6,3337,186,779
NH_Grafton,138,45,3746,194,881
NH_Hillsborough,166,158,4424,218,960
NH_Merrimack,157,95,4137,208,936
NH_Strafford,165,153,4435,227,966
NH_Sullivan,157,70,4081,209,938
NJ_Atlantic,160,322,5475,254,793
NJ_Burlington,171,327,5517,262,812
NJ_Camden,164,361,5596,260,790
NJ_Cumberland,158,315,5650,272,799
NJ_Gloucester,162,362,5756,280,841
NJ_Hunterdon,178,250,5061,239,870
NJ_Mercer,176,273,5202,247,859
NJ_Monmouth,166,239,5330,261,826
NJ_Morris,191,133,4697,225,878
NJ_Salem,161,360,5708,274,817
NJ_Somerset,178,263,5144,245,869
NJ_Sussex,177,131,4625,226,905
NJ_Warren,176,157,4743,227,884
NM_Catron,98,149,4352,175,649
NM_Chaves,95,687,6482,250,424
NM_Cibola,105,110,4344,193,770
NM_Colfax,108,40,4098,182,751
NM_Curry,110,577,6066,242,506
NM_DeBaca,89,724,6389,244,444
NM_Dona Ana,77,799,6916,271,372
NM_Eddy,96,757,6811,263,390
NM_Grant,106,450,5853,243,477
NM_Guadalupe,91,484,5685,230,543
NM_Harding,100,468,5529,221,574
NM_Hidalgo,93,696,6578,258,378
NM_Lea,105,664,6442,248,438
NM_Lincoln,98,400,5690,232,494
NM_Los Alamos,128,1,3646,192,1031
NM_Luna,82,783,6792,264,375
NM_McKinley,56,379,4871,198,711
NM_Mora,116,146,4502,187,642
NM_Otero,83,769,6774,261,386
NM_Quay,107,577,5960,239,526
NM_Rio Arriba,79,61,4016,180,829
NM_Roosevelt,107,620,6189,241,477
NM_San Juan,48,577,5258,215,728
NM_San Miguel,109,215,4722,197,613
NM_Sandoval,110,6,3606,187,920
NM_Santa Fe,82,272,4822,203,728
NM_Sierra,83,696,6467,256,422
NM_Socorro,87,464,5506,220,546
NM_Taos,77,15,3511,162,845
NM_Torrance,96,300,4924,203,650
NM_Union,99,440,5385,214,593
NM_Valencia,66,616,5791,227,548
NV_Carson City,101,272,4483,201,802
NV_Churchill,37,606,5207,218,727
NV_Clark,56,1073,7929,343,326
NV_Douglas,101,85,3904,174,778
NV_Elko,77,181,3689,161,960
NV_Eureka,67,334,4213,184,928
NV_Humboldt,65,389,4469,197,911
NV_Lander,58,388,4366,186,857
NV_Lincoln,78,789,6599,311,525
NV_Lyon,36,489,4922,202,678
NV_Mineral,0,6,24,24,12
NV_Nye,58,477,4759,200,727
NV_Pershing,55,493,4831,210,840
NV_Washoe,76,283,4446,203,915
NV_White Pine,68,164,3774,160,897
NY_,126,61,4159,225,965
NY_Albany,141,111,4382,221,960
NY_Allegany,131,39,3928,198,882
NY_Broome,133,65,4182,213,918
NY_Cattaraugus,136,39,3948,201,882
NY_Cayuga,126,100,4415,230,975
NY_Chautauqua,148,58,4262,222,943
NY_Chemung,130,95,4251,210,937
NY_Chenango,138,57,4079,206,906
NY_Clinton,120,90,4137,218,919
NY_Columbia,150,138,4467,219,929
NY_Cortland,138,48,4052,210,908
NY_Delaware,144,29,3838,193,857
NY_Dutchess,161,138,4494,217,916
NY_Erie,127,67,4324,227,973
NY_Essex,117,101,4169,216,926
NY_Franklin,134,56,3968,211,857
NY_Genesee,120,107,4443,229,966
NY_Herkimer,143,54,4043,210,934
NY_Jefferson,131,53,4100,219,945
NY_Lewis,151,24,3725,199,845
NY_Livingston,117,97,4346,222,951
NY_Madison,133,55,4063,211,906
NY_Monroe,113,125,4556,239,1017
NY_Montgomery,134,102,4311,220,951
NY_Niagara,117,114,4557,243,1051
NY_Oneida,139,60,4096,214,930
NY_Onondaga,129,75,4270,224,947
NY_Ontario,117,98,4421,230,986
NY_Orange,162,177,4817,236,909
NY_Orleans,114,132,4609,243,1025
NY_Oswego,134,67,4254,228,966
NY_Otsego,141,40,3981,204,914
NY_Putnam,178,154,4847,246,948
NY_Rensselaer,142,97,4293,217,950
NY_Saint Lawrence,128,76,4055,214,897
NY_Saratoga,145,100,4268,215,952
NY_Schenectady,143,85,4252,217,965
NY_Schoharie,134,56,4098,209,920
NY_Schuyler,126,85,4233,213,946
NY_Seneca,119,122,4533,234,990
NY_Steuben,126,59,4052,201,904
NY_Suffolk,172,20,5020,274,923
NY_Sullivan,174,65,4309,219,896
NY_Tioga,131,79,4221,212,929
NY_Tompkins,128,81,4297,223,955
NY_Ulster,170,131,4588,225,887
NY_Washington,136,114,4269,215,959
NY_Wayne,119,131,4574,242,1026
NY_Westchester,181,180,5075,261,959
NY_Wyoming,125,55,4115,213,913
NY_Yates,119,95,4368,224,968
OH_Adams,158,249,5374,239,760
OH_Allen,144,231,4988,237,886
OH_Ashland,148,162,4696,227,880
OH_Ashtabula,147,113,4571,234,951
OH_Athens,143,240,5128,225,791
OH_Auglaize,147,230,5022,237,880
OH_Belmont,150,159,4946,232,845
OH_Brown,166,239,5335,241,780
OH_Butler,167,319,5347,238,815
OH_Carroll,144,173,4834,230,892
OH_Champaign,159,211,4975,232,847
OH_Clark,160,205,5020,234,842
OH_Clermont,170,267,5401,244,796
OH_Clinton,160,212,5201,241,839
OH_Columbiana,139,166,4758,227,899
OH_Coshocton,149,186,4912,230,875
OH_Crawford,150,191,4789,230,890
OH_Cuyahoga,145,130,4651,237,932
OH_Darke,156,219,4982,232,859
OH_Defiance,149,254,4816,228,909
OH_Delaware,148,226,4988,232,851
OH_Erie,138,157,4900,251,993
OH_Fairfield,151,221,5102,233,841
OH_Fayette,153,207,5196,241,849
OH_Franklin,152,244,5193,240,850
OH_Fulton,144,225,4765,228,926
OH_Gallia,148,310,5448,235,755
OH_Geauga,147,119,4544,231,924
OH_Greene,158,229,5184,240,843
OH_Guernsey,147,202,5068,234,856
OH_Hamilton,176,355,5526,246,795
OH_Hancock,143,214,4908,236,903
OH_Hardin,140,228,4959,235,870
OH_Harrison,148,176,5008,237,861
OH_Henry,141,235,4820,229,911
OH_Highland,161,212,5277,242,814
OH_Hocking,151,212,5090,230,820
OH_Holmes,148,167,4763,227,883
OH_Huron,142,169,4763,234,923
OH_Jackson,151,252,5258,230,777
OH_Jefferson,142,174,4993,238,883
OH_Knox,152,165,4714,221,854
OH_Lake,148,138,4840,249,967
OH_Lawrence,155,296,5388,229,745
OH_Licking,152,190,4927,229,854
OH_Logan,149,200,4963,234,857
OH_Lorain,138,190,4838,237,919
OH_Lucas,134,220,4847,236,958
OH_Madison,153,233,5123,236,848
OH_Mahoning,139,165,4715,227,893
OH_Marion,145,215,4921,233,880
OH_Medina,138,175,4791,234,902
OH_Meigs,118,203,5122,221,723
OH_Mercer,151,246,5046,237,878
OH_Miami,158,234,5091,236,845
OH_Monroe,143,178,4998,228,823
OH_Montgomery,162,265,5188,237,840
OH_Morgan,150,229,5090,227,814
OH_Morrow,149,166,4738,227,869
OH_Muskingum,147,197,5028,232,850
OH_Noble,143,222,5092,228,816
OH_Ottawa,136,213,4984,247,977
OH_Paulding,148,251,4837,228,900
OH_Perry,153,201,5020,227,829
OH_Pickaway,152,256,5236,239,842
OH_Pike,109,148,5029,218,688
OH_Portage,144,146,4730,235,905
OH_Preble,164,232,5034,230,833
OH_Putnam,144,230,4883,232,898
OH_Richland,153,153,4704,229,881
OH_Ross,150,240,5244,237,816
OH_Sandusky,140,211,4831,234,936
OH_Scioto,152,296,5430,237,765
OH_Seneca,144,215,4865,234,915
OH_Shelby,153,215,4955,232,864
OH_Stark,145,163,4822,234,903
OH_Trumbull,138,168,4709,231,911
OH_Tuscarawas,148,183,4883,231,888
OH_Union,146,231,5037,235,853
OH_Van Wert,150,258,4970,234,886
OH_Vinton,153,215,5076,223,790
OH_Warren,164,269,5321,243,826
OH_Washington,146,260,5242,232,798
OH_Wayne,142,159,4752,231,896
OH_Williams,146,239,4740,225,913
OH_Wood,137,229,4843,233,925
OH_Wyandot,145,225,4915,234,899
OK_Adair,224,609,6410,267,562
OK_Alfalfa,168,825,6452,253,582
OK_Atoka,211,798,7051,286,466
OK_Beaver,115,736,6028,234,580
OK_Beckham,156,785,6609,259,515
OK_Blaine,171,806,6616,263,549
OK_Bryan,213,824,7182,290,443
OK_Caddo,179,805,6722,267,525
OK_Canadian,190,780,6705,270,531
OK_Carter,197,849,7323,296,428
OK_Cherokee,221,680,6608,272,543
OK_Choctaw,225,811,7197,290,430
OK_Cimarron,104,632,5747,223,571
OK_Cleveland,203,774,6857,277,505
OK_Coal,212,790,7028,286,472
OK_Comanche,179,834,6918,274,486
OK_Cotton,176,890,7182,281,449
OK_Craig,221,671,6317,258,596
OK_Creek,200,757,6761,272,518
OK_Custer,168,789,6549,259,541
OK_Delaware,214,674,6470,265,564
OK_Dewey,160,761,6368,251,563
OK_Ellis,136,703,6131,242,575
OK_Garfield,183,815,6557,260,571
OK_Garvin,205,802,6919,275,483
OK_Grady,192,797,6852,274,504
OK_Grant,180,813,6475,257,584
OK_Greer,167,844,6834,267,496
OK_Harmon,155,891,7013,269,462
OK_Harper,133,790,6297,243,561
OK_Haskell,224,773,6940,281,493
OK_Hughes,209,778,6941,283,495
OK_Jackson,165,895,7087,275,460
OK_Jefferson,184,868,7229,285,437
OK_Johnston,208,813,7114,288,456
OK_Kay,197,778,6475,260,585
OK_Kingfisher,186,822,6671,264,550
OK_Kiowa,169,840,6826,269,505
OK_Latimer,231,745,6875,279,489
OK_Le Flore,228,763,6900,278,485
OK_Lincoln,197,767,6796,274,515
OK_Logan,190,803,6721,268,537
OK_Love,189,843,7236,289,434
OK_Major,164,830,6541,257,571
OK_Marshall,208,839,7223,292,441
OK_Mayes,210,719,6588,268,554
OK_McClain,205,781,6864,275,500
OK_McCurtain,242,756,7018,281,446
OK_McIntosh,214,768,6914,282,505
OK_Murray,209,825,7075,283,460
OK_Muskogee,218,758,6823,277,526
OK_Noble,191,796,6604,263,559
OK_Nowata,215,692,6337,256,591
OK_Okfuskee,207,771,6866,279,507
OK_Oklahoma,193,783,6799,275,519
OK_Okmulgee,211,753,6787,275,520
OK_Osage,204,748,6585,265,550
OK_Ottawa,220,663,6326,259,595
OK_Pawnee,201,759,6634,266,542
OK_Payne,196,765,6675,268,537
OK_Pittsburg,216,769,6956,283,486
OK_Pontotoc,207,787,6959,281,485
OK_Pottawatomie,205,774,6884,278,497
OK_Pushmataha,238,754,6924,280,467
OK_Roger Mills,147,740,6344,250,555
OK_Rogers,209,715,6549,266,558
OK_Seminole,207,791,6958,282,489
OK_Sequoyah,225,726,6790,278,521
OK_Stephens,194,819,7008,279,469
OK_Texas,105,703,5913,230,580
OK_Tillman,168,893,7127,279,457
OK_Tulsa,203,741,6635,269,546
OK_Wagoner,212,748,6741,274,537
OK_Washington,205,715,6425,259,576
OK_Washita,171,818,6701,264,523
OK_Woods,156,808,6363,247,574
OK_Woodward,149,766,6295,245,568
OR_Baker,98,193,3798,186,1059
OR_Benton,312,79,4859,319,744
OR_Clackamas,275,81,5000,329,736
OR_Clatsop,801,2,4255,317,930
OR_Columbia,315,42,4680,317,815
OR_Coos,434,5,4892,341,581
OR_Crook,64,205,3885,176,997
OR_Curry,615,6,5144,354,536
OR_Deschutes,96,185,3615,159,1021
OR_Douglas,290,120,4940,316,759
OR_Gilliam,66,287,4592,256,974
OR_Grant,83,185,3838,189,1050
OR_Harney,64,250,3940,176,985
OR_Hood River,260,100,4136,258,1165
OR_Jackson,165,276,4846,258,829
OR_Jefferson,68,235,4197,207,985
OR_Josephine,283,302,5105,292,760
OR_Klamath,92,176,3787,166,1028
OR_Lake,67,192,3699,158,996
OR_Lane,290,92,4879,323,766
OR_Lincoln,569,0,4557,340,699
OR_Linn,272,91,4936,324,735
OR_Malheur,63,421,4483,207,950
OR_Marion,272,83,4941,323,726
OR_Morrow,56,390,5027,270,872
OR_Multnomah,276,82,5044,330,730
OR_Polk,302,98,4908,319,741
OR_Sherman,72,273,4594,262,1002
OR_Tillamook,634,0,4282,328,870
OR_Umatilla,85,317,4803,266,942
OR_Union,97,201,3944,205,1085
OR_Wallowa,90,146,3609,180,1082
OR_Wasco,90,267,4500,251,1021
OR_Washington,277,72,4855,318,771
OR_Wheeler,79,193,4048,209,1060
OR_Yamhill,295,95,4923,321,738
PA_,141,48,4783,260,1080
PA_Adams,158,280,5226,242,860
PA_Allegheny,134,203,5104,238,867
PA_Armstrong,143,155,4692,221,892
PA_Beaver,136,167,4945,238,910
PA_Bedford,141,131,4698,224,890
PA_Berks,169,226,5057,242,891
PA_Blair,139,108,4672,230,914
PA_Bradford,131,79,4255,210,922
PA_Bucks,175,259,5132,244,874
PA_Butler,140,142,4627,220,901
PA_Cambria,149,69,4358,212,875
PA_Carbon,180,148,4623,222,899
PA_Centre,145,107,4540,223,925
PA_Chester,173,262,5220,247,862
PA_Clarion,151,114,4464,215,908
PA_Clearfield,143,70,4337,214,906
PA_Clinton,143,132,4522,217,923
PA_Columbia,153,137,4589,222,927
PA_Crawford,149,83,4281,215,915
PA_Cumberland,153,265,5192,245,899
PA_Dauphin,156,229,5090,243,913
PA_Elk,144,43,4036,202,882
PA_Erie,151,54,4440,235,977
PA_Fayette,146,157,4977,231,850
PA_Franklin,152,272,5177,240,875
PA_Fulton,146,187,4916,232,894
PA_Greene,142,163,4941,227,839
PA_Huntingdon,143,148,4773,231,917
PA_Indiana,152,94,4522,217,892
PA_Jefferson,147,70,4343,215,913
PA_Juniata,153,199,4928,235,920
PA_Lancaster,163,265,5257,249,875
PA_Lawrence,137,159,4689,224,900
PA_Lebanon,162,219,5080,244,903
PA_Lehigh,174,207,4919,235,900
PA_Luzerne,153,172,4757,229,924
PA_Lycoming,144,124,4528,221,937
PA_McKean,136,44,3975,197,888
PA_Mercer,139,137,4538,219,898
PA_Mifflin,147,164,4804,232,927
PA_Monroe,181,126,4545,220,902
PA_Montgomery,167,304,5292,251,863
PA_Montour,148,175,4735,226,928
PA_Northampton,173,184,4841,231,897
PA_Northumberland,152,172,4737,227,929
PA_Perry,154,201,4968,237,917
PA_Potter,134,33,3924,199,870
PA_Schuylkill,171,130,4649,227,921
PA_Snyder,155,197,4816,228,919
PA_Somerset,142,36,4231,207,830
PA_Sullivan,166,33,4077,211,906
PA_Susquehanna,141,61,4175,209,917
PA_Tioga,129,57,4093,203,904
PA_Union,150,205,4827,229,921
PA_Venango,148,96,4341,211,911
PA_Warren,145,57,4083,205,899
PA_Washington,140,159,4931,235,886
PA_Wayne,153,51,4082,203,882
PA_Westmoreland,142,156,4850,225,853
