State,value,Analog,Category,
MS_Greene,TX_Washington,good analog,Speciality Crop,
MS_Greene,TX_San Jacinto,good analog,Non Speciality Crop,
MS_Greene,TX_Madison,good analog,Speciality Crop,
MS_Greene,TX_Brazos,good analog,Speciality Crop,
MS_Greene,TX_Burleson,good analog,Speciality Crop,
MS_Greene,TX_Fayette,good analog,Speciality Crop,
MS_Greene,TX_Grimes,good analog,Non Speciality Crop,
MS_Greene,TX_Polk,good analog,Non Speciality Crop,
MS_Greene,TX_Trinity,good analog,Non Speciality Crop,
MS_Greene,TX_Gonzales,good analog,Speciality Crop,
MS_Lamar,TX_Washington,good analog,Speciality Crop,
MS_Lamar,TX_Fayette,good analog,Speciality Crop,
MS_Lamar,TX_Wilson,good analog,Speciality Crop,
MS_Lamar,TX_Gonzales,good analog,Speciality Crop,
MS_Lamar,TX_Colorado,good analog,Speciality Crop,
MS_Lamar,TX_Bexar,good analog,Speciality Crop,
MS_Lamar,TX_Guadalupe,good analog,Speciality Crop,
MS_Lamar,TX_Lavaca,good analog,Speciality Crop,
MS_Lamar,TX_Grimes,good analog,Non Speciality Crop,
MS_Lamar,TX_Atascosa,good analog,Speciality Crop,
MS_Wayne,TX_Madison,good analog,Speciality Crop,
MS_Wayne,TX_Trinity,good analog,Non Speciality Crop,
MS_Wayne,TX_Washington,good analog,Speciality Crop,
MS_Wayne,TX_San Jacinto,good analog,Non Speciality Crop,
MS_Wayne,TX_Polk,good analog,Non Speciality Crop,
MS_Wayne,TX_Fayette,good analog,Speciality Crop,
MS_Wayne,TX_Brazos,good analog,Speciality Crop,
MS_Wayne,TX_Grimes,good analog,Non Speciality Crop,
MS_Wayne,TX_Burleson,good analog,Speciality Crop,
MS_Wayne,TX_Guadalupe,good analog,Speciality Crop,
MS_Webster,TX_Freestone,good analog,Non Speciality Crop,
MS_Webster,TX_Shelby,good analog,Non Speciality Crop,
MS_Webster,TX_Johnson,good analog,Non Speciality Crop,
MS_Webster,TX_Bosque,good analog,Speciality Crop,
MS_Webster,TX_McLennan,good analog,Non Speciality Crop,
MS_Webster,TX_Hill,good analog,Non Speciality Crop,
MS_Yalobusha,TX_Bosque,good analog,Speciality Crop,
MS_Yalobusha,TX_Collin,good analog,Speciality Crop,
MS_Yalobusha,TX_Somervell,good analog,Non Speciality Crop,
MS_Yalobusha,TX_Denton,good analog,Non Speciality Crop,
MS_Yalobusha,TX_Johnson,good analog,Non Speciality Crop,
MS_Yalobusha,TX_McLennan,good analog,Non Speciality Crop,
MS_Yalobusha,TX_Dallas,good analog,Non Speciality Crop,
MS_Yalobusha,TX_Hill,good analog,Non Speciality Crop,
MS_Yalobusha,TX_Tarrant,good analog,Non Speciality Crop,
MT_Broadwater,ID_Owyhee,good analog,Speciality Crop,
MT_Broadwater,UT_Utah,good analog,Speciality Crop,
MT_Broadwater,UT_Box Elder,good analog,Speciality Crop,
MT_Broadwater,ID_Ada,good analog,Speciality Crop,
MT_Broadwater,OR_Malheur,good analog,Speciality Crop,
MT_Broadwater,ID_Oneida,good analog,Non Speciality Crop,
MT_Broadwater,ID_Jerome,good analog,Speciality Crop,
MT_Broadwater,ID_Gem,good analog,Non Speciality Crop,
MT_Broadwater,UT_Juab,good analog,Non Speciality Crop,
MT_Broadwater,ID_Gooding,good analog,Speciality Crop,
MT_Gallatin,UT_Box Elder,good analog,Speciality Crop,
MT_Gallatin,OR_Malheur,good analog,Speciality Crop,
MT_Gallatin,ID_Washington,good analog,Speciality Crop,
MT_Gallatin,ID_Gem,good analog,Non Speciality Crop,
MT_Gallatin,UT_Utah,good analog,Speciality Crop,
MT_Gallatin,UT_Weber,good analog,Speciality Crop,
MT_Gallatin,UT_Tooele,good analog,Non Speciality Crop,
MT_Gallatin,ID_Gooding,good analog,Speciality Crop,
MT_Gallatin,MT_Cascade,good analog,Non Speciality Crop,
MT_Gallatin,ID_Oneida,good analog,Non Speciality Crop,
MT_Lake,ID_Nez Perce,good analog,Non Speciality Crop,
MT_Lake,OR_Wasco,good analog,Non Speciality Crop,
MT_Lake,WA_Garfield,good analog,Non Speciality Crop,
MT_Lake,WA_Whitman,good analog,Non Speciality Crop,
MT_Lake,WA_Klickitat,good analog,Non Speciality Crop,
MT_Lake,WA_Spokane,good analog,Speciality Crop,
MT_Lake,WA_Asotin,good analog,Non Speciality Crop,
MT_Lake,WA_Columbia,good analog,Non Speciality Crop,
MT_Lake,WA_Chelan,good analog,Speciality Crop,
MT_Lake,ID_Gem,good analog,Non Speciality Crop,
NC_Alleghany,TN_Pickett,good analog,Non Speciality Crop,
NC_Alleghany,KY_Rockcastle,good analog,Non Speciality Crop,
NC_Alleghany,TN_Scott,good analog,Non Speciality Crop,
NC_Alleghany,VA_Lee,good analog,Non Speciality Crop,
NC_Alleghany,KY_Boyle,good analog,Non Speciality Crop,
NC_Alleghany,KY_Madison,good analog,Non Speciality Crop,
NC_Alleghany,KY_Russell,good analog,Non Speciality Crop,
NC_Alleghany,NC_Caldwell,good analog,Non Speciality Crop,
NC_Bertie,TX_Rockwall,good analog,Non Speciality Crop,
NC_Bertie,TX_Dallas,good analog,Non Speciality Crop,
NC_Bertie,TX_Collin,good analog,Speciality Crop,
NC_Bertie,TX_Kaufman,good analog,Non Speciality Crop,
NC_Bertie,TX_Rains,good analog,Non Speciality Crop,
NC_Bertie,MS_Washington,good analog,Non Speciality Crop,
NC_Bertie,TX_Denton,good analog,Non Speciality Crop,
NC_Bertie,TX_Lampasas,good analog,Speciality Crop,
NC_Bladen,TX_Freestone,good analog,Non Speciality Crop,
NC_Bladen,TX_Limestone,good analog,Non Speciality Crop,
NC_Bladen,TX_Blanco,good analog,Non Speciality Crop,
NC_Bladen,TX_Coryell,good analog,Speciality Crop,
NC_Bladen,TX_Leon,good analog,Non Speciality Crop,
NC_Bladen,TX_Houston,good analog,Non Speciality Crop,
NC_Bladen,TX_Lampasas,good analog,Speciality Crop,
NC_Bladen,TX_Madison,good analog,Speciality Crop,
NC_Buncombe,GA_Cobb,good analog,Non Speciality Crop,
NC_Buncombe,NC_Cleveland,good analog,Non Speciality Crop,
NC_Buncombe,NC_Gaston,good analog,Non Speciality Crop,
NC_Buncombe,NC_Lincoln,good analog,Non Speciality Crop,
NC_Buncombe,GA_Douglas,good analog,Non Speciality Crop,
NC_Buncombe,GA_Haralson,good analog,Non Speciality Crop,
NC_Buncombe,TN_Monroe,good analog,Non Speciality Crop,
NC_Buncombe,GA_Hall,good analog,Non Speciality Crop,
NC_Catawba,TX_Hopkins,good analog,Non Speciality Crop,
NC_Catawba,TX_Franklin,good analog,Non Speciality Crop,
NC_Catawba,GA_Clarke,good analog,Non Speciality Crop,
NC_Catawba,OK_Carter,good analog,Speciality Crop,
NC_Chowan,TX_Kaufman,good analog,Non Speciality Crop,
NC_Chowan,TX_Rockwall,good analog,Non Speciality Crop,
NC_Chowan,TX_Dallas,good analog,Non Speciality Crop,
NC_Chowan,TX_Lampasas,good analog,Speciality Crop,
NC_Chowan,TX_Henderson,good analog,Speciality Crop,
NC_Chowan,MS_Humphreys,good analog,Non Speciality Crop,
NC_Chowan,MS_Washington,good analog,Non Speciality Crop,
NC_Chowan,MS_Issaquena,good analog,Non Speciality Crop,
NC_Columbus,TX_Blanco,good analog,Non Speciality Crop,
NC_Columbus,TX_Freestone,good analog,Non Speciality Crop,
NC_Columbus,TX_Leon,good analog,Non Speciality Crop,
NC_Columbus,TX_Madison,good analog,Speciality Crop,
NC_Columbus,TX_Trinity,good analog,Non Speciality Crop,
NC_Columbus,TX_Shelby,good analog,Non Speciality Crop,
NC_Columbus,TX_Limestone,good analog,Non Speciality Crop,
NC_Columbus,TX_Bosque,good analog,Speciality Crop,
NC_Columbus,TX_Houston,good analog,Non Speciality Crop,
NC_Cumberland,TX_Coryell,good analog,Speciality Crop,
NC_Cumberland,TX_Limestone,good analog,Non Speciality Crop,
NC_Cumberland,TX_Bosque,good analog,Speciality Crop,
NC_Cumberland,TX_Johnson,good analog,Non Speciality Crop,
NC_Cumberland,TX_Freestone,good analog,Non Speciality Crop,
NC_Cumberland,TX_Tarrant,good analog,Non Speciality Crop,
NC_Duplin,TX_Limestone,good analog,Non Speciality Crop,
NC_Duplin,TX_Lampasas,good analog,Speciality Crop,
NC_Duplin,TX_Coryell,good analog,Speciality Crop,
NC_Edgecombe,TX_Rockwall,good analog,Non Speciality Crop,
NC_Edgecombe,TX_Collin,good analog,Speciality Crop,
NC_Edgecombe,TX_Denton,good analog,Non Speciality Crop,
NC_Edgecombe,TX_Rains,good analog,Non Speciality Crop,
NC_Edgecombe,TX_Callahan,good analog,Non Speciality Crop,
NC_Greene,TX_Dallas,good analog,Non Speciality Crop,
NC_Greene,TX_Tarrant,good analog,Non Speciality Crop,
NC_Greene,TX_Limestone,good analog,Non Speciality Crop,
NC_Greene,TX_Coryell,good analog,Speciality Crop,
NC_Greene,TX_Ellis,good analog,Speciality Crop,
NC_Greene,TX_Lampasas,good analog,Speciality Crop,
NC_Greene,TX_McLennan,good analog,Non Speciality Crop,
NC_Halifax,TX_Hunt,good analog,Speciality Crop,
NC_Halifax,TX_Collin,good analog,Speciality Crop,
NC_Halifax,TX_Grayson,good analog,Speciality Crop,
NC_Halifax,TX_Delta,good analog,Non Speciality Crop,
NC_Halifax,TX_Hopkins,good analog,Non Speciality Crop,
NC_Halifax,OK_Carter,good analog,Speciality Crop,
NC_Harnett,TX_Hamilton,good analog,Speciality Crop,
NC_Harnett,MS_Lowndes,good analog,Non Speciality Crop,
NC_Harnett,TX_Henderson,good analog,Speciality Crop,
NC_Harnett,TX_Rockwall,good analog,Non Speciality Crop,
NC_Harnett,TX_Ellis,good analog,Speciality Crop,
NC_Henderson,GA_Hall,good analog,Non Speciality Crop,
NC_Henderson,GA_Stephens,good analog,Non Speciality Crop,
NC_Henderson,SC_Pickens,good analog,Non Speciality Crop,
NC_Henderson,GA_Gwinnett,good analog,Non Speciality Crop,
NC_Henderson,GA_Forsyth,good analog,Non Speciality Crop,
NC_Henderson,GA_Fulton,good analog,Non Speciality Crop,
NC_Henderson,SC_Greenville,good analog,Speciality Crop,
NC_Henderson,GA_Pickens,good analog,Non Speciality Crop,
NC_Hertford,TX_Hunt,good analog,Speciality Crop,
NC_Hertford,TX_Hopkins,good analog,Non Speciality Crop,
NC_Hertford,TX_Grayson,good analog,Speciality Crop,
NC_Hertford,MS_Grenada,good analog,Non Speciality Crop,
NC_Hertford,TX_Delta,good analog,Non Speciality Crop,
NC_Hertford,TX_Rockwall,good analog,Non Speciality Crop,
NC_Hertford,TX_Franklin,good analog,Non Speciality Crop,
NC_Hertford,OK_Carter,good analog,Speciality Crop,
NC_Hertford,TX_Fannin,good analog,Speciality Crop,
NC_Hyde,TX_Newton,good analog,Non Speciality Crop,
NC_Hyde,TX_Jasper,good analog,Non Speciality Crop,
NC_Hyde,TX_Cherokee,good analog,Non Speciality Crop,
NC_Hyde,TX_Tyler,good analog,Non Speciality Crop,
NC_Hyde,TX_San Jacinto,good analog,Non Speciality Crop,
NC_Johnston,TX_Rockwall,good analog,Non Speciality Crop,
NC_Johnston,TX_Hamilton,good analog,Speciality Crop,
NC_Johnston,TX_Denton,good analog,Non Speciality Crop,
NC_Johnston,TX_Ellis,good analog,Speciality Crop,
NC_Johnston,TX_Erath,good analog,Speciality Crop,
NC_Johnston,TX_Limestone,good analog,Non Speciality Crop,
NC_Johnston,TX_Dallas,good analog,Non Speciality Crop,
NC_Lenoir,TX_Limestone,good analog,Non Speciality Crop,
NC_Lenoir,TX_Lampasas,good analog,Speciality Crop,
NC_Lenoir,TX_Coryell,good analog,Speciality Crop,
NC_Lenoir,TX_Cherokee,good analog,Non Speciality Crop,
NC_Lenoir,TX_Tarrant,good analog,Non Speciality Crop,
NC_Martin,TX_Rockwall,good analog,Non Speciality Crop,
NC_Martin,TX_Collin,good analog,Speciality Crop,
NC_Martin,TX_Rains,good analog,Non Speciality Crop,
NC_Martin,TX_Denton,good analog,Non Speciality Crop,
NC_Martin,AR_Miller,good analog,Speciality Crop,
NC_Martin,TX_Morris,good analog,Non Speciality Crop,
NC_Martin,TX_Hamilton,good analog,Speciality Crop,
NC_Martin,TX_Dallas,good analog,Non Speciality Crop,
NC_Nash,TX_Collin,good analog,Speciality Crop,
NC_Nash,TX_Van Zandt,good analog,Speciality Crop,
NC_Pasquotank,MS_Humphreys,good analog,Non Speciality Crop,
NC_Pasquotank,MS_Washington,good analog,Non Speciality Crop,
NC_Pasquotank,TX_Rockwall,good analog,Non Speciality Crop,
NC_Pasquotank,TX_Dallas,good analog,Non Speciality Crop,
NC_Pasquotank,MS_Sunflower,good analog,Non Speciality Crop,
NC_Pasquotank,AR_Desha,good analog,Non Speciality Crop,
NC_Pasquotank,TX_Kaufman,good analog,Non Speciality Crop,
NC_Pasquotank,TX_Limestone,good analog,Non Speciality Crop,
NC_Pender,TX_Angelina,good analog,Non Speciality Crop,
NC_Pender,TX_Blanco,good analog,Non Speciality Crop,
NC_Pender,TX_Leon,good analog,Non Speciality Crop,
NC_Pender,TX_Freestone,good analog,Non Speciality Crop,
NC_Pender,TX_Sabine,good analog,Non Speciality Crop,
NC_Pender,TX_Shelby,good analog,Non Speciality Crop,
NC_Pender,TX_Polk,good analog,Non Speciality Crop,
NC_Perquimans,MS_Humphreys,good analog,Non Speciality Crop,
NC_Perquimans,MS_Washington,good analog,Non Speciality Crop,
NC_Perquimans,TX_Rockwall,good analog,Non Speciality Crop,
NC_Perquimans,TX_Henderson,good analog,Speciality Crop,
NC_Perquimans,AR_Desha,good analog,Non Speciality Crop,
NC_Perquimans,MS_Sharkey,good analog,Non Speciality Crop,
NC_Perquimans,MS_Issaquena,good analog,Non Speciality Crop,
NC_Perquimans,TX_Kaufman,good analog,Non Speciality Crop,
NC_Perquimans,TX_Dallas,good analog,Non Speciality Crop,
NC_Pitt,TX_Kaufman,good analog,Non Speciality Crop,
NC_Pitt,TX_Dallas,good analog,Non Speciality Crop,
NC_Pitt,TX_Lampasas,good analog,Speciality Crop,
NC_Pitt,TX_Rockwall,good analog,Non Speciality Crop,
NC_Pitt,TX_Limestone,good analog,Non Speciality Crop,
NC_Pitt,TX_Tarrant,good analog,Non Speciality Crop,
NC_Pitt,TX_Hamilton,good analog,Speciality Crop,
NC_Pitt,TX_Henderson,good analog,Speciality Crop,
NC_Robeson,TX_Limestone,good analog,Non Speciality Crop,
NC_Robeson,TX_Johnson,good analog,Non Speciality Crop,
NC_Robeson,TX_Freestone,good analog,Non Speciality Crop,
NC_Robeson,TX_Bosque,good analog,Speciality Crop,
NC_Robeson,TX_Coryell,good analog,Speciality Crop,
NC_Robeson,TX_Hill,good analog,Non Speciality Crop,
NC_Robeson,TX_Leon,good analog,Non Speciality Crop,
NC_Robeson,TX_Madison,good analog,Speciality Crop,
NC_Robeson,TX_Houston,good analog,Non Speciality Crop,
NC_Rowan,TX_Cooke,good analog,Speciality Crop,
NC_Rowan,OK_Carter,good analog,Speciality Crop,
NC_Rowan,OK_Love,good analog,Non Speciality Crop,
NC_Sampson,TX_Limestone,good analog,Non Speciality Crop,
NC_Sampson,TX_Henderson,good analog,Speciality Crop,
NC_Sampson,TX_Lampasas,good analog,Speciality Crop,
NC_Sampson,TX_Hamilton,good analog,Speciality Crop,
NC_Sampson,TX_Ellis,good analog,Speciality Crop,
NC_Sampson,TX_Coryell,good analog,Speciality Crop,
NC_Sampson,TX_McLennan,good analog,Non Speciality Crop,
NC_Sampson,TX_Tarrant,good analog,Non Speciality Crop,
NC_Surry,AL_Colbert,good analog,Non Speciality Crop,
NC_Surry,AR_Faulkner,good analog,Non Speciality Crop,
NC_Surry,AR_Crawford,good analog,Non Speciality Crop,
NC_Surry,AR_Saline,good analog,Non Speciality Crop,
NC_Wake,TX_Hopkins,good analog,Non Speciality Crop,
NC_Wake,TX_Collin,good analog,Speciality Crop,
NC_Wake,MS_Clay,good analog,Non Speciality Crop,
NC_Wake,TX_Rains,good analog,Non Speciality Crop,
NC_Wake,TX_Callahan,good analog,Non Speciality Crop,
NC_Wake,TX_Rockwall,good analog,Non Speciality Crop,
NC_Washington,TX_Kaufman,good analog,Non Speciality Crop,
NC_Washington,TX_Rockwall,good analog,Non Speciality Crop,
NC_Washington,TX_Dallas,good analog,Non Speciality Crop,
NC_Washington,TX_Henderson,good analog,Speciality Crop,
NC_Washington,TX_Limestone,good analog,Non Speciality Crop,
NC_Washington,TX_Lampasas,good analog,Speciality Crop,
NC_Washington,TX_Cherokee,good analog,Non Speciality Crop,
NC_Washington,MS_Humphreys,good analog,Non Speciality Crop,
NC_Wayne,TX_Dallas,good analog,Non Speciality Crop,
NC_Wayne,TX_Tarrant,good analog,Non Speciality Crop,
NC_Wayne,TX_Limestone,good analog,Non Speciality Crop,
NC_Wayne,TX_Kaufman,good analog,Non Speciality Crop,
NC_Wayne,TX_Rockwall,good analog,Non Speciality Crop,
NC_Wayne,TX_Ellis,good analog,Speciality Crop,
NC_Wayne,TX_McLennan,good analog,Non Speciality Crop,
NC_Wayne,TX_Lampasas,good analog,Speciality Crop,
NC_Wilson,TX_Rockwall,good analog,Non Speciality Crop,
NC_Wilson,TX_Denton,good analog,Non Speciality Crop,
NC_Wilson,TX_Dallas,good analog,Non Speciality Crop,
NC_Wilson,TX_Collin,good analog,Speciality Crop,
NC_Wilson,TX_Tarrant,good analog,Non Speciality Crop,
NC_Wilson,TX_Callahan,good analog,Non Speciality Crop,
ND_Grand Forks,SD_Stanley,good analog,Non Speciality Crop,
ND_Grand Forks,SD_Jones,good analog,Non Speciality Crop,
ND_Grand Forks,SD_Jerauld,good analog,Non Speciality Crop,
ND_Grand Forks,SD_Sully,good analog,Non Speciality Crop,
ND_Grand Forks,SD_Haakon,good analog,Non Speciality Crop,
ND_Grand Forks,SD_Hughes,good analog,Non Speciality Crop,
ND_Grand Forks,SD_Aurora,good analog,Non Speciality Crop,
ND_Grand Forks,SD_Tripp,good analog,Non Speciality Crop,
ND_Grand Forks,SD_Dewey,good analog,Non Speciality Crop,
ND_Grand Forks,SD_Buffalo,good analog,Non Speciality Crop,
ND_Kidder,SD_Stanley,good analog,Non Speciality Crop,
ND_Kidder,SD_Jones,good analog,Non Speciality Crop,
ND_Kidder,SD_Jackson,good analog,Non Speciality Crop,
ND_Kidder,SD_Mellette,good analog,Non Speciality Crop,
ND_Kidder,SD_Haakon,good analog,Non Speciality Crop,
ND_Kidder,SD_Hughes,good analog,Non Speciality Crop,
ND_Kidder,SD_Sully,good analog,Non Speciality Crop,
ND_Kidder,SD_Tripp,good analog,Non Speciality Crop,
ND_Kidder,SD_Lyman,good analog,Non Speciality Crop,
ND_Pembina,SD_Sully,good analog,Non Speciality Crop,
ND_Pembina,SD_Haakon,good analog,Non Speciality Crop,
ND_Pembina,SD_Hughes,good analog,Non Speciality Crop,
ND_Pembina,SD_Stanley,good analog,Non Speciality Crop,
ND_Pembina,SD_Jerauld,good analog,Non Speciality Crop,
ND_Pembina,SD_Ziebach,good analog,Non Speciality Crop,
ND_Pembina,SD_Dewey,good analog,Non Speciality Crop,
ND_Pembina,SD_Jones,good analog,Non Speciality Crop,
ND_Pembina,SD_Aurora,good analog,Non Speciality Crop,
ND_Pembina,SD_Davison,good analog,Non Speciality Crop,
ND_Sargent,SD_Tripp,good analog,Non Speciality Crop,
ND_Sargent,SD_Jones,good analog,Non Speciality Crop,
ND_Sargent,SD_Mellette,good analog,Non Speciality Crop,
ND_Sargent,SD_Charles Mix,good analog,Non Speciality Crop,
ND_Sargent,SD_Douglas,good analog,Non Speciality Crop,
ND_Sargent,SD_Lyman,good analog,Non Speciality Crop,
ND_Sargent,SD_Jackson,good analog,Non Speciality Crop,
ND_Sargent,SD_Stanley,good analog,Non Speciality Crop,
ND_Traill,SD_Stanley,good analog,Non Speciality Crop,
ND_Traill,SD_Jones,good analog,Non Speciality Crop,
ND_Traill,SD_Haakon,good analog,Non Speciality Crop,
ND_Traill,SD_Mellette,good analog,Non Speciality Crop,
ND_Traill,SD_Davison,good analog,Non Speciality Crop,
ND_Traill,SD_Jerauld,good analog,Non Speciality Crop,
ND_Traill,SD_Jackson,good analog,Non Speciality Crop,
ND_Traill,SD_Aurora,good analog,Non Speciality Crop,
ND_Traill,SD_Tripp,good analog,Non Speciality Crop,
ND_Traill,SD_Lyman,good analog,Non Speciality Crop,
ND_Walsh,SD_Sully,good analog,Non Speciality Crop,
ND_Walsh,SD_Stanley,good analog,Non Speciality Crop,
ND_Walsh,SD_Jones,good analog,Non Speciality Crop,
ND_Walsh,SD_Hughes,good analog,Non Speciality Crop,
ND_Walsh,SD_Haakon,good analog,Non Speciality Crop,
ND_Walsh,SD_Dewey,good analog,Non Speciality Crop,
ND_Walsh,SD_Jerauld,good analog,Non Speciality Crop,
ND_Walsh,SD_Ziebach,good analog,Non Speciality Crop,
ND_Walsh,SD_Buffalo,good analog,Non Speciality Crop,
ND_Walsh,SD_Aurora,good analog,Non Speciality Crop,
ND_Williams,SD_Stanley,good analog,Non Speciality Crop,
ND_Williams,SD_Haakon,good analog,Non Speciality Crop,
ND_Williams,SD_Jones,good analog,Non Speciality Crop,
ND_Williams,SD_Ziebach,good analog,Non Speciality Crop,
ND_Williams,SD_Jackson,good analog,Non Speciality Crop,
ND_Williams,MT_Custer,good analog,Non Speciality Crop,
ND_Williams,SD_Dewey,good analog,Non Speciality Crop,
ND_Williams,ID_Washington,good analog,Speciality Crop,
ND_Williams,SD_Mellette,good analog,Non Speciality Crop,
ND_Williams,ID_Payette,good analog,Speciality Crop,
NE_Chase,KS_Rush,good analog,Non Speciality Crop,
NE_Chase,KS_Seward,good analog,Non Speciality Crop,
NE_Chase,KS_Ness,good analog,Non Speciality Crop,
NE_Chase,OK_Beaver,good analog,Non Speciality Crop,
NE_Chase,KS_Meade,good analog,Non Speciality Crop,
NE_Chase,KS_Rooks,good analog,Non Speciality Crop,
NE_Chase,KS_Clark,good analog,Non Speciality Crop,
NE_Chase,KS_Lane,good analog,Non Speciality Crop,
NE_Chase,KS_Phillips,good analog,Non Speciality Crop,
NE_Chase,KS_Hodgeman,good analog,Non Speciality Crop,
NE_Lincoln,KS_Osborne,good analog,Non Speciality Crop,
NE_Lincoln,KS_Rush,good analog,Non Speciality Crop,
NE_Lincoln,KS_Smith,good analog,Non Speciality Crop,
NE_Lincoln,KS_Phillips,good analog,Non Speciality Crop,
NE_Lincoln,KS_Ness,good analog,Non Speciality Crop,
NE_Lincoln,KS_Rooks,good analog,Non Speciality Crop,
NE_Lincoln,KS_Scott,good analog,Non Speciality Crop,
NE_Lincoln,KS_Norton,good analog,Non Speciality Crop,
NE_Morrill,KS_Phillips,good analog,Non Speciality Crop,
NE_Morrill,KS_Kearny,good analog,Non Speciality Crop,
NE_Morrill,KS_Scott,good analog,Non Speciality Crop,
NE_Morrill,KS_Grant,good analog,Speciality Crop,
NE_Morrill,KS_Stanton,good analog,Non Speciality Crop,
NE_Morrill,CO_Bent,good analog,Non Speciality Crop,
NE_Morrill,CO_Prowers,good analog,Non Speciality Crop,
NE_Morrill,KS_Rooks,good analog,Non Speciality Crop,
NE_Morrill,KS_Graham,good analog,Non Speciality Crop,
NE_Morrill,KS_Lane,good analog,Non Speciality Crop,
NH_Hillsborough,OR_Jackson,good analog,Speciality Crop,
NH_Hillsborough,IA_Lee,good analog,Non Speciality Crop,
NH_Hillsborough,IL_Hancock,good analog,Non Speciality Crop,
NH_Hillsborough,MO_Knox,good analog,Non Speciality Crop,
NH_Hillsborough,UT_Salt Lake,good analog,Non Speciality Crop,
NH_Hillsborough,UT_Davis,good analog,Speciality Crop,
NH_Hillsborough,MO_Macon,good analog,Non Speciality Crop,
NH_Hillsborough,MO_Shelby,good analog,Non Speciality Crop,
NJ_Atlantic,MO_Dunklin,good analog,Speciality Crop,
NJ_Atlantic,AR_Greene,good analog,Non Speciality Crop,
NJ_Atlantic,AR_Clay,good analog,Non Speciality Crop,
NJ_Atlantic,VA_Essex,good analog,Non Speciality Crop,
NJ_Atlantic,AR_Randolph,good analog,Non Speciality Crop,
NJ_Atlantic,MO_Butler,good analog,Non Speciality Crop,
NJ_Atlantic,TN_Lake,good analog,Non Speciality Crop,
NJ_Atlantic,AR_Lawrence,good analog,Non Speciality Crop,
NJ_Atlantic,MO_Scott,good analog,Non Speciality Crop,
NJ_Atlantic,MD_Charles,good analog,Non Speciality Crop,
NJ_Burlington,MO_Dunklin,good analog,Speciality Crop,
NJ_Burlington,AR_Greene,good analog,Non Speciality Crop,
NJ_Burlington,AR_Lawrence,good analog,Non Speciality Crop,
NJ_Burlington,MD_Talbot,good analog,Non Speciality Crop,
NJ_Burlington,VA_Essex,good analog,Non Speciality Crop,
NJ_Burlington,AR_Clay,good analog,Non Speciality Crop,
NJ_Burlington,TN_Lake,good analog,Non Speciality Crop,
NJ_Burlington,VA_Westmoreland,good analog,Speciality Crop,
NJ_Burlington,MO_Butler,good analog,Non Speciality Crop,
NJ_Burlington,AR_Independence,good analog,Non Speciality Crop,
NJ_Camden,AR_Lawrence,good analog,Non Speciality Crop,
NJ_Camden,MO_Dunklin,good analog,Speciality Crop,
NJ_Camden,AR_Greene,good analog,Non Speciality Crop,
NJ_Camden,AR_Independence,good analog,Non Speciality Crop,
NJ_Camden,AR_Jackson,good analog,Non Speciality Crop,
NJ_Camden,AR_Clay,good analog,Non Speciality Crop,
NJ_Camden,VA_Essex,good analog,Non Speciality Crop,
NJ_Camden,MO_Butler,good analog,Non Speciality Crop,
NJ_Camden,UT_Washington,good analog,Non Speciality Crop,
NJ_Gloucester,CA_Shasta,good analog,Speciality Crop,
NJ_Gloucester,AR_Greene,good analog,Non Speciality Crop,
NJ_Gloucester,AR_Jackson,good analog,Non Speciality Crop,
NJ_Gloucester,AR_Poinsett,good analog,Non Speciality Crop,
NJ_Gloucester,AR_Woodruff,good analog,Non Speciality Crop,
NJ_Gloucester,VA_Middlesex,good analog,Non Speciality Crop,
NJ_Gloucester,MD_Somerset,good analog,Non Speciality Crop,
NJ_Gloucester,AR_Mississippi,good analog,Non Speciality Crop,
NJ_Gloucester,VA_Westmoreland,good analog,Speciality Crop,
NJ_Gloucester,NV_Lincoln,good analog,Non Speciality Crop,
NJ_Hunterdon,MO_Saint Louis,good analog,Non Speciality Crop,
NJ_Hunterdon,MD_Talbot,good analog,Non Speciality Crop,
NJ_Hunterdon,KS_Leavenworth,good analog,Non Speciality Crop,
NJ_Hunterdon,IL_Saint Clair,good analog,Non Speciality Crop,
NJ_Hunterdon,MD_Anne Arundel,good analog,Non Speciality Crop,
NJ_Hunterdon,MD_Cecil,good analog,Non Speciality Crop,
NJ_Hunterdon,NJ_Camden,good analog,Speciality Crop,
NJ_Hunterdon,IL_Randolph,good analog,Non Speciality Crop,
NJ_Hunterdon,UT_Washington,good analog,Non Speciality Crop,
NJ_Mercer,MD_Talbot,good analog,Non Speciality Crop,
NJ_Mercer,UT_Washington,good analog,Non Speciality Crop,
NJ_Mercer,MO_Scott,good analog,Non Speciality Crop,
NJ_Mercer,VA_Essex,good analog,Non Speciality Crop,
NJ_Mercer,MD_Anne Arundel,good analog,Non Speciality Crop,
NJ_Mercer,CA_Shasta,good analog,Speciality Crop,
NJ_Mercer,MD_Caroline,good analog,Speciality Crop,
NJ_Mercer,NJ_Salem,good analog,Speciality Crop,
NJ_Monmouth,MD_Talbot,good analog,Non Speciality Crop,
NJ_Monmouth,MD_Anne Arundel,good analog,Non Speciality Crop,
NJ_Monmouth,VA_Essex,good analog,Non Speciality Crop,
NJ_Monmouth,VA_Westmoreland,good analog,Speciality Crop,
NJ_Monmouth,AR_Greene,good analog,Non Speciality Crop,
NJ_Monmouth,UT_Washington,good analog,Non Speciality Crop,
